API Key,API-Schlüssel,
About,Über,
Accounts Manager,Leitung Buchhaltung,
Accounts User,Buchhaltungsbenutzer,
Custom,Benutzerdefiniert,
Daily,Täglich,
Enabled,Aktiviert,
For Buying,Für den Kauf,
For Selling,Für den Verkauf,
Frappe Support,Frappe Support,
From Currency,Von Währung,
Hourly,Stündlich,
Keyboard Shortcuts,Tastaturkürzel,
Plan Name,Planname,
Provider Name,Anbietername,
Schedule,Planen,
System Health,Systemgesundheit,
System Manager,System-Manager,
To Currency,In Währung,
