API Key,Clé API,
About,A Propos,
Custom,Personnaliser,
Enabled,Activé,
For Buying,A l'achat,
For Selling,A la vente,
From Currency,De la Devise,
Hourly,Horaire,
Keyboard Shortcuts,Raccourcis clavier,
Plan Name,Nom du Plan,
Provider Name,Nom du fournisseur,
To Currency,Devise Finale,
