API Key,API Nyckel,
About,Om,
Accounts Manager,Bokgöring Ansvarig,
Accounts User,Bokföring Användare,
Custom,Anpassad,
Daily,Dagsvis,
Enabled,Aktiverad,
For Buying,För Inköp,
For Selling,För Försäljning,
Frappe Support,Frappe Support,
From Currency,Från Valuta,
Hourly,Varje Timme,
Keyboard Shortcuts,Kort Kommando,
Plan Name,Prenumeration Plan Namn,
Provider Name,Leverantör Namn,
Schedule,Schema,
System Health,System Status,
System Manager,System Ansvarig,
To Currency,Till Valuta,
